step,"[0,0,0]","[0,1,0]","[1,0,0]","[1,1,0]","[1,1,1]",proliferation_rate,death_rate,mutation_rate,fitness,scenario,treatment,seed
896,0,0,0,0,5289,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
897,0,0,0,0,5377,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
898,0,0,0,0,5466,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
899,0,0,0,0,5536,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
900,0,0,0,0,5611,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
901,0,0,0,0,5682,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
902,0,0,0,0,5795,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
903,0,0,0,0,5898,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
904,0,0,0,0,5998,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
905,0,0,0,0,6109,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
906,0,0,0,0,6193,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
907,0,0,0,0,6326,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
908,0,0,0,0,6414,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
909,0,0,0,0,6508,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
910,0,0,0,0,6598,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
911,0,0,0,0,6711,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
912,0,0,0,0,6803,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
913,0,0,0,0,6925,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
914,0,0,0,0,7054,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
915,0,0,0,0,7161,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
916,0,0,0,0,7265,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
917,0,0,0,0,7359,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
918,0,0,0,0,7467,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
919,0,0,0,0,7575,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
920,0,0,0,0,7701,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
921,0,0,0,0,7823,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
922,0,0,0,0,7908,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
923,0,0,0,0,8045,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
924,0,0,0,0,8169,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
925,0,0,0,0,8286,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
926,0,0,0,0,8438,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
927,0,0,0,0,8583,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
928,0,0,0,0,8762,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
929,0,0,0,0,8890,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
930,0,0,0,0,9033,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
931,0,0,0,0,9151,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
932,0,0,0,0,9264,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
933,0,0,0,0,9407,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
934,0,0,0,0,9572,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
935,0,0,0,0,9705,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
936,0,0,0,0,9880,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
937,0,0,0,0,10003,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
938,0,0,0,0,10145,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
939,0,0,0,0,10290,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
940,0,0,0,0,10451,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
941,0,0,0,0,10581,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
942,0,0,0,0,10763,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
943,0,0,0,0,10926,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
944,0,0,0,0,11092,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
945,0,0,0,0,11238,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
946,0,0,0,0,11409,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
