step,current_size,treatment,scenario
323,6,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
324,6,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
325,6,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
326,6,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
327,7,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
328,7,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
329,8,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
330,8,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
331,9,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
332,10,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
333,10,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
334,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
335,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
336,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
337,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
338,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
339,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
340,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
341,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
342,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
343,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
344,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
345,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
346,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
347,14,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
348,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
349,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
350,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
351,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
352,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
353,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
354,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
355,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
356,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
357,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
358,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
359,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
360,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
361,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
362,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
363,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
364,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
365,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
366,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
367,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
368,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
369,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
370,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
371,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
372,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
373,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
374,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
375,14,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
376,14,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
377,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
378,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
379,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
380,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
381,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
382,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
383,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
384,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
385,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
386,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
387,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
388,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
389,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
390,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
391,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
392,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
393,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
394,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
395,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
396,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
397,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
398,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
399,11,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
400,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
401,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
402,12,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
403,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
404,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
405,13,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
406,14,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000000, 1, 1, [(500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1), (500001, 1, 1)], Any[])"
